timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1591257208598,224,Login,200,OK,jp@gc - Ultimate Thread Group 1-99,text,true,,1190,836,8,8,http://10.10.60.7/api/login,224,0,42
1591257208250,608,Add transaction,200,OK,jp@gc - Ultimate Thread Group 1-96,text,false,Test failed: text expected to contain /200/,328,479,8,8,http://10.10.60.7/api/select,607,0,0
1591257208357,523,Add transaction,200,OK,jp@gc - Ultimate Thread Group 1-98,text,false,Test failed: text expected to contain /200/,328,479,8,8,http://10.10.60.7/api/select,523,0,0
1591257208687,198,Login,200,OK,jp@gc - Ultimate Thread Group 1-97,text,true,,1190,836,8,8,http://10.10.60.7/api/login,198,0,61
1591257208886,75,Get Wallet,200,OK,jp@gc - Ultimate Thread Group 1-97,text,true,,455,529,8,8,http://10.10.60.7/api/select,75,0,0
1591257208478,500,Add transaction,200,OK,jp@gc - Ultimate Thread Group 1-95,text,false,Test failed: text expected to contain /200/,310,479,8,8,http://10.10.60.7/api/select,500,0,0
1591257208749,299,Login,200,OK,jp@gc - Ultimate Thread Group 1-93,text,true,,1171,836,8,8,http://10.10.60.7/api/login,299,0,108
1591257208858,199,Login,200,OK,jp@gc - Ultimate Thread Group 1-96,text,true,,1171,836,9,9,http://10.10.60.7/api/login,199,0,64
1591257209058,94,Get Wallet,200,OK,jp@gc - Ultimate Thread Group 1-96,text,true,,455,529,9,9,http://10.10.60.7/api/select,94,0,0
1591257208662,514,Get Wallet,200,OK,jp@gc - Ultimate Thread Group 1-94,text,true,,328,529,9,9,http://10.10.60.7/api/select,514,0,0
1591257208979,197,Login,200,OK,jp@gc - Ultimate Thread Group 1-95,text,true,,1190,836,9,9,http://10.10.60.7/api/login,197,0,69
1591257209177,49,Add transaction,200,OK,jp@gc - Ultimate Thread Group 1-94,text,true,,436,473,9,9,http://10.10.60.7/api/select,49,0,0
1591257209177,65,Get Wallet,200,OK,jp@gc - Ultimate Thread Group 1-95,text,true,,436,529,9,9,http://10.10.60.7/api/select,65,0,0
1591257208755,506,Add transaction,200,OK,jp@gc - Ultimate Thread Group 1-100,text,false,Test failed: text expected to contain /200/,310,487,9,9,http://10.10.60.7/api/select,506,0,0
1591257209049,233,Login,200,OK,jp@gc - Ultimate Thread Group 1-92,text,true,,1190,836,9,9,http://10.10.60.7/api/login,233,0,62
1591257209227,62,Add transaction,200,OK,jp@gc - Ultimate Thread Group 1-94,text,true,,455,473,9,9,http://10.10.60.7/api/select,62,0,0
1591257209290,62,Add transaction,200,OK,jp@gc - Ultimate Thread Group 1-94,text,true,,455,473,10,10,http://10.10.60.7/api/select,56,0,0
1591257208823,546,Get Wallet,200,OK,jp@gc - Ultimate Thread Group 1-99,text,true,,328,529,10,10,http://10.10.60.7/api/select,546,0,0
1591257209282,92,Get Wallet,200,OK,jp@gc - Ultimate Thread Group 1-92,text,true,,455,529,10,10,http://10.10.60.7/api/select,92,0,0
1591257209352,70,Add transaction,200,OK,jp@gc - Ultimate Thread Group 1-94,text,true,,455,473,10,10,http://10.10.60.7/api/select,70,0,0
1591257209369,68,Add transaction,200,OK,jp@gc - Ultimate Thread Group 1-99,text,true,,455,473,10,10,http://10.10.60.7/api/select,68,0,0
1591257209262,203,Login,200,OK,jp@gc - Ultimate Thread Group 1-100,text,true,,1190,836,10,10,http://10.10.60.7/api/login,203,0,56
1591257209423,64,Add transaction,200,OK,jp@gc - Ultimate Thread Group 1-94,text,true,,455,473,10,10,http://10.10.60.7/api/select,64,0,0
1591257208962,531,Add transaction,200,OK,jp@gc - Ultimate Thread Group 1-97,text,false,Test failed: text expected to contain /200/,328,479,10,10,http://10.10.60.7/api/select,531,0,0
1591257209438,79,Add transaction,200,OK,jp@gc - Ultimate Thread Group 1-99,text,true,,436,473,10,10,http://10.10.60.7/api/select,79,0,0
1591257208881,636,Login,200,OK,jp@gc - Ultimate Thread Group 1-98,text,false,Expected to find an object with property ['token'] in path $['entries'] but found 'null'. This is not a json object according to the JsonProvider: 'com.jayway.jsonpath.spi.json.JsonSmartJsonProvider'.,319,836,10,10,http://10.10.60.7/api/login,636,0,45
1591257209466,57,Get Wallet,200,OK,jp@gc - Ultimate Thread Group 1-100,text,true,,323,529,10,10,http://10.10.60.7/api/select,57,0,0
1591257209517,43,Add transaction,200,OK,jp@gc - Ultimate Thread Group 1-99,text,true,,436,473,10,10,http://10.10.60.7/api/select,43,0,0
1591257209049,517,Get Wallet,200,OK,jp@gc - Ultimate Thread Group 1-93,text,true,,328,529,10,10,http://10.10.60.7/api/select,517,0,0
1591257209349,217,Login,200,OK,jp@gc - Ultimate Thread Group 1-91,text,true,,1190,836,10,10,http://10.10.60.7/api/login,217,0,42
1591257209560,89,Add transaction,200,OK,jp@gc - Ultimate Thread Group 1-99,text,true,,436,473,10,10,http://10.10.60.7/api/select,89,0,0
1591257209566,83,Add transaction,200,OK,jp@gc - Ultimate Thread Group 1-93,text,true,,436,473,10,10,http://10.10.60.7/api/select,83,0,0
1591257209566,83,Get Wallet,200,OK,jp@gc - Ultimate Thread Group 1-91,text,true,,305,529,10,10,http://10.10.60.7/api/select,83,0,0
1591257209153,517,Add transaction,200,OK,jp@gc - Ultimate Thread Group 1-96,text,false,Test failed: text expected to contain /200/,328,479,11,11,http://10.10.60.7/api/select,517,0,0
1591257209493,177,Login,200,OK,jp@gc - Ultimate Thread Group 1-97,text,true,,1190,836,11,11,http://10.10.60.7/api/login,177,0,41
1591257209518,192,Login,200,OK,jp@gc - Ultimate Thread Group 1-98,text,true,,1171,836,11,11,http://10.10.60.7/api/login,192,0,42
1591257209650,76,Add transaction,200,OK,jp@gc - Ultimate Thread Group 1-99,text,true,,455,473,11,11,http://10.10.60.7/api/select,76,0,0
1591257209650,76,Add transaction,200,OK,jp@gc - Ultimate Thread Group 1-93,text,true,,455,473,11,11,http://10.10.60.7/api/select,76,0,0
1591257209727,86,Add transaction,200,OK,jp@gc - Ultimate Thread Group 1-93,text,true,,436,473,11,11,http://10.10.60.7/api/select,86,0,0
1591257209242,571,Add transaction,200,OK,jp@gc - Ultimate Thread Group 1-95,text,false,Test failed: text expected to contain /200/,310,479,11,11,http://10.10.60.7/api/select,571,0,0
1591257209711,102,Get Wallet,200,OK,jp@gc - Ultimate Thread Group 1-98,text,true,,305,529,11,11,http://10.10.60.7/api/select,102,0,0
1591257209651,206,Login,200,OK,jp@gc - Ultimate Thread Group 1-90,text,true,,1171,836,11,11,http://10.10.60.7/api/login,206,0,48
1591257209375,506,Add transaction,200,OK,jp@gc - Ultimate Thread Group 1-92,text,false,Test failed: text expected to contain /200/,310,479,11,11,http://10.10.60.7/api/select,506,0,0
1591257209814,67,Add transaction,200,OK,jp@gc - Ultimate Thread Group 1-93,text,true,,436,473,11,11,http://10.10.60.7/api/select,67,0,0
1591257209671,225,Login,200,OK,jp@gc - Ultimate Thread Group 1-96,text,true,,1171,836,11,11,http://10.10.60.7/api/login,225,0,55
1591257209727,223,Login,200,OK,jp@gc - Ultimate Thread Group 1-99,text,true,,1171,836,12,12,http://10.10.60.7/api/login,223,0,74
1591257209882,171,Add transaction,200,OK,jp@gc - Ultimate Thread Group 1-93,text,true,,436,473,12,12,http://10.10.60.7/api/select,171,0,0
1591257209524,576,Add transaction,200,OK,jp@gc - Ultimate Thread Group 1-100,text,false,Test failed: text expected to contain /200/,310,487,12,12,http://10.10.60.7/api/select,576,0,0
1591257209814,286,Login,200,OK,jp@gc - Ultimate Thread Group 1-95,text,true,,1171,836,12,12,http://10.10.60.7/api/login,286,0,48
1591257209487,613,Login,200,OK,jp@gc - Ultimate Thread Group 1-94,text,false,Expected to find an object with property ['token'] in path $['entries'] but found 'null'. This is not a json object according to the JsonProvider: 'com.jayway.jsonpath.spi.json.JsonSmartJsonProvider'.,319,836,12,12,http://10.10.60.7/api/login,613,0,47
1591257209882,251,Login,200,OK,jp@gc - Ultimate Thread Group 1-92,text,true,,1190,836,12,12,http://10.10.60.7/api/login,251,0,68
1591257209650,500,Add transaction,200,OK,jp@gc - Ultimate Thread Group 1-91,text,false,Test failed: text expected to contain /200/,328,487,12,12,http://10.10.60.7/api/select,500,0,0
1591257209671,492,Get Wallet,200,OK,jp@gc - Ultimate Thread Group 1-97,text,true,,328,529,12,12,http://10.10.60.7/api/select,492,0,0
1591257210134,53,Get Wallet,200,OK,jp@gc - Ultimate Thread Group 1-92,text,true,,305,529,12,12,http://10.10.60.7/api/select,53,0,0
1591257209950,318,Login,200,OK,jp@gc - Ultimate Thread Group 1-89,text,true,,1171,836,13,13,http://10.10.60.7/api/login,318,0,59
1591257210164,194,Add transaction,200,OK,jp@gc - Ultimate Thread Group 1-97,text,true,,436,473,13,13,http://10.10.60.7/api/select,194,0,0
1591257210101,257,Login,200,OK,jp@gc - Ultimate Thread Group 1-94,text,true,,1171,836,13,13,http://10.10.60.7/api/login,257,0,55
1591257210056,302,Login,200,OK,jp@gc - Ultimate Thread Group 1-93,text,true,,1171,836,13,13,http://10.10.60.7/api/login,302,0,80
1591257209814,568,Add transaction,200,OK,jp@gc - Ultimate Thread Group 1-98,text,false,Test failed: text expected to contain /200/,310,487,13,13,http://10.10.60.7/api/select,567,0,0
1591257210151,231,Login,200,OK,jp@gc - Ultimate Thread Group 1-91,text,true,,1171,836,13,13,http://10.10.60.7/api/login,231,0,42
1591257209857,531,Get Wallet,200,OK,jp@gc - Ultimate Thread Group 1-90,text,true,,328,529,13,13,http://10.10.60.7/api/select,531,0,0
1591257210358,205,Add transaction,200,OK,jp@gc - Ultimate Thread Group 1-97,text,true,,436,473,14,14,http://10.10.60.7/api/select,205,0,0
1591257209896,667,Get Wallet,200,OK,jp@gc - Ultimate Thread Group 1-96,text,true,,310,529,14,14,http://10.10.60.7/api/select,667,0,0
1591257210250,454,Login,200,OK,jp@gc - Ultimate Thread Group 1-88,text,true,,1171,836,14,14,http://10.10.60.7/api/login,454,0,67
1591257210388,374,Add transaction,200,OK,jp@gc - Ultimate Thread Group 1-90,text,true,,436,473,14,14,http://10.10.60.7/api/select,373,0,0
1591257210563,199,Add transaction,200,OK,jp@gc - Ultimate Thread Group 1-96,text,true,,455,473,14,14,http://10.10.60.7/api/select,199,0,0
1591257210563,199,Add transaction,200,OK,jp@gc - Ultimate Thread Group 1-97,text,true,,436,473,14,14,http://10.10.60.7/api/select,198,0,0
1591257210101,661,Get Wallet,200,OK,jp@gc - Ultimate Thread Group 1-95,text,true,,310,529,14,14,http://10.10.60.7/api/select,660,0,0
1591257209951,811,Get Wallet,200,OK,jp@gc - Ultimate Thread Group 1-99,text,true,,310,529,14,14,http://10.10.60.7/api/select,810,0,0
1591257210382,380,Login,200,OK,jp@gc - Ultimate Thread Group 1-98,text,true,,1171,836,14,14,http://10.10.60.7/api/login,380,0,76
1591257210188,604,Add transaction,200,OK,jp@gc - Ultimate Thread Group 1-92,text,false,Test failed: text expected to contain /200/,328,487,14,14,http://10.10.60.7/api/select,604,0,0
1591257210101,691,Login,200,OK,jp@gc - Ultimate Thread Group 1-100,text,false,Expected to find an object with property ['token'] in path $['entries'] but found 'null'. This is not a json object according to the JsonProvider: 'com.jayway.jsonpath.spi.json.JsonSmartJsonProvider'.,337,836,14,14,http://10.10.60.7/api/login,691,0,55
1591257210762,59,Add transaction,200,OK,jp@gc - Ultimate Thread Group 1-96,text,true,,436,473,14,14,http://10.10.60.7/api/select,59,0,0
1591257210762,65,Add transaction,200,OK,jp@gc - Ultimate Thread Group 1-99,text,true,,455,473,14,14,http://10.10.60.7/api/select,65,0,0
1591257210762,71,Add transaction,200,OK,jp@gc - Ultimate Thread Group 1-95,text,true,,455,473,14,14,http://10.10.60.7/api/select,71,0,0
1591257210762,71,Add transaction,200,OK,jp@gc - Ultimate Thread Group 1-90,text,true,,455,473,14,14,http://10.10.60.7/api/select,71,0,0
1591257210762,71,Add transaction,200,OK,jp@gc - Ultimate Thread Group 1-97,text,true,,455,473,14,14,http://10.10.60.7/api/select,71,0,0
1591257210550,293,Login,200,OK,jp@gc - Ultimate Thread Group 1-87,text,true,,1171,836,14,14,http://10.10.60.7/api/login,293,0,147
1591257210269,580,Get Wallet,200,OK,jp@gc - Ultimate Thread Group 1-89,text,true,,328,529,15,15,http://10.10.60.7/api/select,580,0,0
1591257210833,102,Add transaction,200,OK,jp@gc - Ultimate Thread Group 1-97,text,true,,455,473,15,15,http://10.10.60.7/api/select,102,0,0
1591257210833,102,Add transaction,200,OK,jp@gc - Ultimate Thread Group 1-90,text,true,,455,473,15,15,http://10.10.60.7/api/select,102,0,0
1591257210822,113,Add transaction,200,OK,jp@gc - Ultimate Thread Group 1-96,text,true,,436,473,15,15,http://10.10.60.7/api/select,113,0,0
1591257210833,103,Add transaction,200,OK,jp@gc - Ultimate Thread Group 1-95,text,true,,455,473,15,15,http://10.10.60.7/api/select,103,0,0
1591257210827,108,Add transaction,200,OK,jp@gc - Ultimate Thread Group 1-99,text,true,,455,473,15,15,http://10.10.60.7/api/select,108,0,0
1591257210850,86,Add transaction,200,OK,jp@gc - Ultimate Thread Group 1-89,text,true,,455,473,15,15,http://10.10.60.7/api/select,86,0,0
1591257210844,93,Get Wallet,200,OK,jp@gc - Ultimate Thread Group 1-87,text,true,,436,529,15,15,http://10.10.60.7/api/select,93,0,0
1591257210937,53,Add transaction,200,OK,jp@gc - Ultimate Thread Group 1-95,text,true,,455,473,15,15,http://10.10.60.7/api/select,53,0,0
1591257210359,631,Get Wallet,200,OK,jp@gc - Ultimate Thread Group 1-94,text,true,,328,529,15,15,http://10.10.60.7/api/select,631,0,0
1591257210793,197,Login,200,OK,jp@gc - Ultimate Thread Group 1-92,text,true,,1190,836,15,15,http://10.10.60.7/api/login,197,0,40
1591257210359,631,Get Wallet,200,OK,jp@gc - Ultimate Thread Group 1-93,text,true,,328,529,15,15,http://10.10.60.7/api/select,631,0,0
1591257210937,61,Add transaction,200,OK,jp@gc - Ultimate Thread Group 1-96,text,true,,455,473,15,15,http://10.10.60.7/api/select,61,0,0
1591257210936,62,Add transaction,200,OK,jp@gc - Ultimate Thread Group 1-90,text,true,,455,473,15,15,http://10.10.60.7/api/select,62,0,0
1591257210937,61,Add transaction,200,OK,jp@gc - Ultimate Thread Group 1-99,text,true,,455,473,15,15,http://10.10.60.7/api/select,61,0,0
1591257210793,205,Login,200,OK,jp@gc - Ultimate Thread Group 1-100,text,true,,1190,836,15,15,http://10.10.60.7/api/login,205,0,40
1591257210937,66,Add transaction,200,OK,jp@gc - Ultimate Thread Group 1-89,text,true,,455,473,15,15,http://10.10.60.7/api/select,66,0,0
1591257210991,58,Add transaction,200,OK,jp@gc - Ultimate Thread Group 1-95,text,true,,455,473,15,15,http://10.10.60.7/api/select,58,0,0
1591257210991,58,Add transaction,200,OK,jp@gc - Ultimate Thread Group 1-93,text,true,,455,473,15,15,http://10.10.60.7/api/select,58,0,0
1591257210991,63,Add transaction,200,OK,jp@gc - Ultimate Thread Group 1-94,text,true,,455,473,15,15,http://10.10.60.7/api/select,63,0,0
1591257210998,74,Add transaction,200,OK,jp@gc - Ultimate Thread Group 1-96,text,true,,455,473,15,15,http://10.10.60.7/api/select,74,0,0
1591257210998,74,Add transaction,200,OK,jp@gc - Ultimate Thread Group 1-99,text,true,,455,473,15,15,http://10.10.60.7/api/select,74,0,0
1591257210998,74,Add transaction,200,OK,jp@gc - Ultimate Thread Group 1-90,text,true,,455,473,15,15,http://10.10.60.7/api/select,74,0,0
1591257211004,70,Add transaction,200,OK,jp@gc - Ultimate Thread Group 1-89,text,true,,455,473,15,15,http://10.10.60.7/api/select,70,0,0
1591257210382,713,Get Wallet,200,OK,jp@gc - Ultimate Thread Group 1-91,text,true,,328,529,15,15,http://10.10.60.7/api/select,713,0,0
1591257210849,246,Login,200,OK,jp@gc - Ultimate Thread Group 1-86,text,true,,1190,836,15,15,http://10.10.60.7/api/login,246,0,88
1591257210937,171,Login,200,OK,jp@gc - Ultimate Thread Group 1-97,text,true,,1190,836,15,15,http://10.10.60.7/api/login,171,0,40
1591257211050,64,Add transaction,200,OK,jp@gc - Ultimate Thread Group 1-93,text,true,,455,473,15,15,http://10.10.60.7/api/select,64,0,0
1591257211050,64,Add transaction,200,OK,jp@gc - Ultimate Thread Group 1-95,text,true,,455,473,15,15,http://10.10.60.7/api/select,64,0,0
1591257211055,59,Add transaction,200,OK,jp@gc - Ultimate Thread Group 1-94,text,true,,455,473,15,15,http://10.10.60.7/api/select,59,0,0
1591257211072,82,Add transaction,200,OK,jp@gc - Ultimate Thread Group 1-99,text,true,,455,473,16,16,http://10.10.60.7/api/select,82,0,0
1591257211074,80,Add transaction,200,OK,jp@gc - Ultimate Thread Group 1-89,text,true,,455,473,16,16,http://10.10.60.7/api/select,80,0,0
1591257211096,77,Add transaction,200,OK,jp@gc - Ultimate Thread Group 1-91,text,true,,455,473,16,16,http://10.10.60.7/api/select,76,0,0
1591257211114,124,Add transaction,200,OK,jp@gc - Ultimate Thread Group 1-94,text,true,,455,473,16,16,http://10.10.60.7/api/select,124,0,0
1591257211114,124,Add transaction,200,OK,jp@gc - Ultimate Thread Group 1-93,text,true,,455,473,16,16,http://10.10.60.7/api/select,124,0,0
1591257211154,84,Add transaction,200,OK,jp@gc - Ultimate Thread Group 1-89,text,true,,455,473,16,16,http://10.10.60.7/api/select,84,0,0
1591257211108,130,Get Wallet,200,OK,jp@gc - Ultimate Thread Group 1-97,text,true,,455,529,16,16,http://10.10.60.7/api/select,130,0,0
1591257210705,533,Get Wallet,200,OK,jp@gc - Ultimate Thread Group 1-88,text,true,,328,529,16,16,http://10.10.60.7/api/select,533,0,0
1591257211173,77,Add transaction,200,OK,jp@gc - Ultimate Thread Group 1-91,text,true,,455,473,16,16,http://10.10.60.7/api/select,77,0,0
1591257211073,219,Login,200,OK,jp@gc - Ultimate Thread Group 1-96,text,true,,1190,836,16,16,http://10.10.60.7/api/login,219,0,65
1591257210762,536,Get Wallet,200,OK,jp@gc - Ultimate Thread Group 1-98,text,true,,328,529,16,16,http://10.10.60.7/api/select,536,0,0
1591257211115,183,Login,200,OK,jp@gc - Ultimate Thread Group 1-95,text,true,,1171,836,16,16,http://10.10.60.7/api/login,183,0,57
1591257211238,69,Add transaction,200,OK,jp@gc - Ultimate Thread Group 1-94,text,true,,455,473,16,16,http://10.10.60.7/api/select,69,0,0
1591257211251,65,Add transaction,200,OK,jp@gc - Ultimate Thread Group 1-91,text,true,,455,473,16,16,http://10.10.60.7/api/select,65,0,0
1591257211239,78,Add transaction,200,OK,jp@gc - Ultimate Thread Group 1-88,text,true,,455,473,16,16,http://10.10.60.7/api/select,77,0,0
1591257211238,79,Add transaction,200,OK,jp@gc - Ultimate Thread Group 1-93,text,true,,455,473,16,16,http://10.10.60.7/api/select,78,0,0
1591257211307,78,Add transaction,200,OK,jp@gc - Ultimate Thread Group 1-94,text,true,,455,473,16,16,http://10.10.60.7/api/select,78,0,0
1591257211317,68,Add transaction,200,OK,jp@gc - Ultimate Thread Group 1-93,text,true,,455,473,16,16,http://10.10.60.7/api/select,68,0,0
1591257211299,114,Add transaction,200,OK,jp@gc - Ultimate Thread Group 1-98,text,true,,455,473,16,16,http://10.10.60.7/api/select,114,0,0
1591257211317,96,Add transaction,200,OK,jp@gc - Ultimate Thread Group 1-88,text,true,,455,473,16,16,http://10.10.60.7/api/select,96,0,0
1591257211317,97,Add transaction,200,OK,jp@gc - Ultimate Thread Group 1-91,text,true,,455,473,16,16,http://10.10.60.7/api/select,96,0,0
1591257211154,260,Login,200,OK,jp@gc - Ultimate Thread Group 1-99,text,true,,1190,836,16,16,http://10.10.60.7/api/login,260,0,83
1591257211238,203,Login,200,OK,jp@gc - Ultimate Thread Group 1-89,text,true,,1190,836,16,16,http://10.10.60.7/api/login,203,0,60
1591257210938,515,Add transaction,200,OK,jp@gc - Ultimate Thread Group 1-87,text,false,Test failed: text expected to contain /200/,328,479,17,17,http://10.10.60.7/api/select,515,0,0
1591257211414,176,Add transaction,200,OK,jp@gc - Ultimate Thread Group 1-91,text,true,,455,473,17,17,http://10.10.60.7/api/select,176,0,0
1591257211414,176,Add transaction,200,OK,jp@gc - Ultimate Thread Group 1-98,text,true,,455,473,17,17,http://10.10.60.7/api/select,176,0,0
1591257211414,176,Add transaction,200,OK,jp@gc - Ultimate Thread Group 1-88,text,true,,455,473,17,17,http://10.10.60.7/api/select,176,0,0
1591257210999,591,Get Wallet,200,OK,jp@gc - Ultimate Thread Group 1-100,text,true,,328,529,17,17,http://10.10.60.7/api/select,591,0,0
1591257210991,599,Get Wallet,200,OK,jp@gc - Ultimate Thread Group 1-92,text,true,,328,529,17,17,http://10.10.60.7/api/select,599,0,0
1591257211442,148,Get Wallet,200,OK,jp@gc - Ultimate Thread Group 1-89,text,true,,436,529,17,17,http://10.10.60.7/api/select,148,0,0
1591257211386,205,Login,200,OK,jp@gc - Ultimate Thread Group 1-94,text,true,,1190,836,17,17,http://10.10.60.7/api/login,205,0,61
1591257211386,205,Login,200,OK,jp@gc - Ultimate Thread Group 1-93,text,true,,1190,836,17,17,http://10.10.60.7/api/login,205,0,61
1591257211096,524,Get Wallet,200,OK,jp@gc - Ultimate Thread Group 1-86,text,true,,328,529,17,17,http://10.10.60.7/api/select,524,0,0
1591257211590,84,Add transaction,200,OK,jp@gc - Ultimate Thread Group 1-88,text,true,,455,473,17,17,http://10.10.60.7/api/select,84,0,0
1591257211591,83,Add transaction,200,OK,jp@gc - Ultimate Thread Group 1-100,text,true,,455,473,17,17,http://10.10.60.7/api/select,83,0,0
1591257211591,84,Add transaction,200,OK,jp@gc - Ultimate Thread Group 1-92,text,true,,455,473,17,17,http://10.10.60.7/api/select,84,0,0
1591257211590,96,Add transaction,200,OK,jp@gc - Ultimate Thread Group 1-98,text,true,,455,473,17,17,http://10.10.60.7/api/select,96,0,0
1591257211592,94,Get Wallet,200,OK,jp@gc - Ultimate Thread Group 1-93,text,true,,455,529,17,17,http://10.10.60.7/api/select,94,0,0
1591257211621,66,Add transaction,200,OK,jp@gc - Ultimate Thread Group 1-86,text,true,,455,473,17,17,http://10.10.60.7/api/select,66,0,0
1591257211592,104,Get Wallet,200,OK,jp@gc - Ultimate Thread Group 1-94,text,true,,455,529,17,17,http://10.10.60.7/api/select,104,0,0
1591257211453,274,Login,200,OK,jp@gc - Ultimate Thread Group 1-87,text,true,,1190,836,17,17,http://10.10.60.7/api/login,274,0,137
1591257211073,659,Login,200,OK,jp@gc - Ultimate Thread Group 1-90,text,false,Expected to find an object with property ['token'] in path $['entries'] but found 'null'. This is not a json object according to the JsonProvider: 'com.jayway.jsonpath.spi.json.JsonSmartJsonProvider'.,337,836,17,17,http://10.10.60.7/api/login,659,0,65
1591257211676,78,Add transaction,200,OK,jp@gc - Ultimate Thread Group 1-92,text,true,,455,473,18,18,http://10.10.60.7/api/select,78,0,0
